# This file was produced by bcftools (1.2+htslib-1.2), the command line was:
# 	 bcftools gtcheck  -H test.vcf.gz
# and the working directory was:
# 	 /Users/dancook/coding/git/vcf-toolbox
#
# [1]SM	[2]Average Discordance	[3]Average depth	[4]Average number of sites	[5]Sample	[6]Sample ID
CN	0	8	40.75	JU311	CB4858_UK
CN	0	83	79.43	JU311	CB4932
CN	0	37	34.46	JU311	CX11254
CN	0	41	29.63	JU311	CX11262
CN	0	63	92.49	JU311	CX11264
CN	0	43	45.56	JU311	CX11271
CN	25	43	37.02	JU311	CX11276
CN	0	68	103.34	JU311	CX11285
CN	0	36	70.36	JU311	CX11292
CN	0	41	52.61	JU311	CX11307
CN	0	44	41.16	JU311	CX11314
CN	0	48	38.85	JU311	CX11315
CN	0	56	31.02	JU311	DL200
CN	0	64	56.73	JU311	DL226
CN	0	67	78.49	JU311	DL238
CN	0	63	60.38	JU311	ED3005
CN	0	49	34.37	JU311	ED3011
CN	0	48	41.77	JU311	ED3012
CN	0	56	93.43	JU311	ED3017
CN	0	44	112.52	JU311	ED3040
CN	0	79	81.24	JU311	ED3046
CN	0	39	55.44	JU311	ED3048
CN	0	80	100.66	JU311	ED3049
CN	0	52	62.10	JU311	ED3052
CN	0	45	102.76	JU311	ED3073
CN	0	48	73.60	JU311	ED3077
CN	0	33	48.42	JU311	EG4347
CN	0	50	38.92	JU311	EG4349
CN	0	59	70.41	JU311	EG4724
CN	0	60	25.52	JU311	EG4725
CN	0	38	76.76	JU311	EG4946
CN	0	54	69.04	JU311	GXW1
CN	0	46	33.02	JU311	JT11398
CN	0	38	63.03	JU311	JU1088
CN	0	45	31.04	JU311	JU1172
CN	0	13	116.23	JU311	JU1200
CN	0	28	24.00	JU311	JU1212
CN	0	70	46.99	JU311	JU1213
CN	0	61	41.41	JU311	JU1242
CN	0	45	34.11	JU311	JU1246
CN	0	36	18.67	JU311	JU1395
CN	0	51	82.61	JU311	JU1400
CN	0	64	82.08	JU311	JU1409
CN	0	52	24.73	JU311	JU1440
CN	0	74	83.16	JU311	JU1491
CN	0	60	72.63	JU311	JU1530
CN	0	42	39.71	JU311	JU1568
CN	0	60	116.77	JU311	JU1580
CN	0	77	105.96	JU311	JU1581
CN	0	34	74.53	JU311	JU1586
CN	0	64	42.31	JU311	JU1652
CN	0	63	47.17	JU311	JU1896
CN	0	104	37.27	JU311	JU2001
CN	0	60	70.38	JU311	JU2007
CN	0	79	22.15	JU311	JU2464
CN	0	86	73.90	JU311	JU258
CN	0	61	94.30	JU311	JU310
CN	0	21	22.90	JU312	AB1
CN	0	21	23.24	JU312	AB4
CN	0	11	19.73	JU312	CB4851_CGC
CN	0	20	23.95	JU312	CB4852
CN	0	19	22.74	JU312	CB4853
CN	0	19	24.32	JU312	CB4854
CN	0	25	21.68	JU312	CB4855_UK
CN	0	31	21.52	JU312	CB4856
CN	0	21	23.14	JU312	CB4857
CN	0	2	18.00	JU312	CB4858_UK
CN	0	34	22.53	JU312	CB4932
CN	0	12	25.42	JU312	CX11254
CN	0	19	24.00	JU312	CX11262
CN	0	24	25.58	JU312	CX11264
CN	0	25	23.68	JU312	CX11271
CN	0	18	25.72	JU312	CX11276
CN	0	21	23.57	JU312	CX11285
CN	0	19	24.42	JU312	CX11292
CN	0	18	24.89	JU312	CX11307
CN	0	18	24.89	JU312	CX11314
CN	0	21	25.05	JU312	CX11315
CN	0	33	23.12	JU312	DL200
CN	0	22	23.18	JU312	DL226
CN	0	26	22.62	JU312	DL238
CN	0	26	22.69	JU312	ED3005
CN	0	20	22.00	JU312	ED3011
CN	0	15	22.73	JU312	ED3012
CN	0	31	23.26	JU312	ED3017
CN	0	22	23.05	JU312	ED3040
CN	0	33	23.00	JU312	ED3046
CN	0	17	24.00	JU312	ED3048
CN	0	34	22.59	JU312	ED3049
CN	0	26	22.19	JU312	ED3052
CN	0	27	23.70	JU312	ED3073
CN	0	29	23.03	JU312	ED3077
CN	0	25	23.88	JU312	EG4347
CN	0	26	24.00	JU312	EG4349
CN	0	33	23.06	JU312	EG4724
CN	0	25	21.08	JU312	EG4725
CN	0	17	23.82	JU312	EG4946
CN	0	25	22.48	JU312	GXW1
CN	0	28	23.25	JU312	JT11398
CN	0	17	23.76	JU312	JU1088
CN	0	20	23.30	JU312	JU1172
CN	0	6	26.67	JU312	JU1200
CN	0	9	18.00	JU312	JU1212
CN	0	35	23.14	JU312	JU1213
CN	0	32	23.59	JU312	JU1242
CN	0	22	21.95	JU312	JU1246
CN	0	21	18.52	JU312	JU1395
CN	0	23	23.35	JU312	JU1400
CN	0	30	22.93	JU312	JU1409
CN	0	33	21.79	JU312	JU1440
CN	0	36	22.03	JU312	JU1491
CN	0	31	23.84	JU312	JU1530
CN	0	13	20.54	JU312	JU1568
CN	0	37	24.00	JU312	JU1580
CN	0	40	23.15	JU312	JU1581
CN	0	12	22.25	JU312	JU1586
CN	0	29	21.38	JU312	JU1652
CN	0	21	21.05	JU312	JU1896
CN	0	45	22.76	JU312	JU2001
CN	0	35	22.97	JU312	JU2007
CN	0	30	20.73	JU312	JU2464
CN	0	39	23.08	JU312	JU258
CN	0	31	23.84	JU312	JU310
CN	0	51	23.10	JU312	JU311
CN	0	72	54.19	JU323	AB1
CN	0	103	55.28	JU323	AB4
CN	0	13	54.62	JU323	CB4851_CGC
CN	0	84	57.94	JU323	CB4852
CN	0	113	55.03	JU323	CB4853
CN	0	89	47.85	JU323	CB4854
CN	0	106	40.17	JU323	CB4855_UK
CN	0	101	57.46	JU323	CB4856
CN	0	107	47.66	JU323	CB4857
CN	0	2	25.00	JU323	CB4858_UK
CN	0	48	64.12	JU323	CB4932
CN	0	61	35.69	JU323	CX11254
CN	0	78	31.08	JU323	CX11262
CN	0	94	58.76	JU323	CX11264
CN	0	74	42.35	JU323	CX11271
CN	0	62	39.05	JU323	CX11276
CN	0	108	55.64	JU323	CX11285
CN	0	106	52.60	JU323	CX11292
CN	0	62	46.76	JU323	CX11307
CN	0	85	38.12	JU323	CX11314
CN	0	61	38.56	JU323	CX11315
CN	0	94	29.61	JU323	DL200
CN	0	102	50.94	JU323	DL226
CN	0	98	55.63	JU323	DL238
CN	0	111	52.56	JU323	ED3005
CN	0	90	32.46	JU323	ED3011
CN	0	20	45.20	JU323	ED3012
CN	0	71	63.73	JU323	ED3017
CN	0	92	56.39	JU323	ED3040
CN	0	111	56.34	JU323	ED3046
CN	0	107	48.91	JU323	ED3048
CN	0	113	56.51	JU323	ED3049
CN	0	134	54.79	JU323	ED3052
CN	0	95	60.93	JU323	ED3073
CN	0	124	55.19	JU323	ED3077
CN	0	41	45.22	JU323	EG4347
CN	0	88	35.84	JU323	EG4349
CN	0	79	57.29	JU323	EG4724
CN	0	81	26.41	JU323	EG4725
CN	0	81	54.89	JU323	EG4946
CN	0	101	54.95	JU323	GXW1
CN	0	49	33.92	JU323	JT11398
CN	5	118	52.27	JU323	JU1088
CN	0	91	30.56	JU323	JU1172
CN	0	13	70.15	JU323	JU1200
CN	0	14	29.50	JU323	JU1212
CN	0	61	49.10	JU323	JU1213
CN	0	76	41.43	JU323	JU1242
CN	0	48	38.96	JU323	JU1246
CN	0	57	18.74	JU323	JU1395
CN	0	91	61.13	JU323	JU1400
CN	0	89	58.83	JU323	JU1409
CN	0	71	25.49	JU323	JU1440
CN	0	72	59.03	JU323	JU1491
CN	0	108	60.32	JU323	JU1530
CN	0	22	47.41	JU323	JU1568
CN	0	71	69.00	JU323	JU1580
CN	0	94	60.18	JU323	JU1581
CN	0	24	59.12	JU323	JU1586
CN	0	74	43.77	JU323	JU1652
CN	0	54	43.74	JU323	JU1896
CN	0	112	40.35	JU323	JU2001
CN	0	87	54.77	JU323	JU2007
CN	0	100	23.88	JU323	JU2464
CN	0	93	58.12	JU323	JU258
CN	0	118	60.36	JU323	JU310
CN	0	63	62.63	JU323	JU311
CN	0	30	23.07	JU323	JU312
CN	0	61	55.77	JU346	AB1
CN	0	67	58.36	JU346	AB4
CN	0	20	59.65	JU346	CB4851_CGC
CN	0	51	58.12	JU346	CB4852
CN	0	64	58.95	JU346	CB4853
CN	0	57	47.25	JU346	CB4854
CN	0	67	38.79	JU346	CB4855_UK
CN	0	81	60.41	JU346	CB4856
CN	0	61	46.80	JU346	CB4857
CN	0	8	33.00	JU346	CB4858_UK
CN	0	54	64.76	JU346	CB4932
CN	0	38	34.76	JU346	CX11254
CN	0	61	30.51	JU346	CX11262
CN	0	69	63.25	JU346	CX11264
CN	0	64	44.84	JU346	CX11271
CN	25	50	35.82	JU346	CX11276
CN	0	71	59.86	JU346	CX11285
CN	0	66	55.15	JU346	CX11292
CN	0	53	46.94	JU346	CX11307
CN	0	54	37.20	JU346	CX11314
CN	0	42	40.19	JU346	CX11315
CN	0	78	28.04	JU346	DL200
CN	0	64	52.28	JU346	DL226
CN	0	86	57.59	JU346	DL238
CN	0	67	54.30	JU346	ED3005
CN	0	48	31.83	JU346	ED3011
CN	0	17	47.35	JU346	ED3012
CN	0	66	64.06	JU346	ED3017
CN	0	60	61.98	JU346	ED3040
CN	0	87	58.56	JU346	ED3046
CN	0	56	50.45	JU346	ED3048
CN	0	86	58.49	JU346	ED3049
CN	0	63	55.94	JU346	ED3052
CN	0	71	60.48	JU346	ED3073
CN	0	81	58.52	JU346	ED3077
CN	0	45	42.62	JU346	EG4347
CN	0	85	34.54	JU346	EG4349
CN	0	77	59.21	JU346	EG4724
CN	0	60	25.90	JU346	EG4725
CN	0	58	59.17	JU346	EG4946
CN	0	72	54.97	JU346	GXW1
CN	0	48	35.42	JU346	JT11398
CN	0	57	53.63	JU346	JU1088
CN	0	59	30.88	JU346	JU1172
CN	0	12	72.58	JU346	JU1200
CN	0	22	26.95	JU346	JU1212
CN	0	75	44.23	JU346	JU1213
CN	0	71	40.31	JU346	JU1242
CN	0	47	33.15	JU346	JU1246
CN	0	34	18.47	JU346	JU1395
CN	0	87	60.67	JU346	JU1400
CN	0	67	59.49	JU346	JU1409
CN	0	62	24.95	JU346	JU1440
CN	0	69	64.55	JU346	JU1491
CN	0	80	57.62	JU346	JU1530
CN	0	16	38.25	JU346	JU1568
CN	0	73	72.30	JU346	JU1580
CN	0	89	62.53	JU346	JU1581
CN	0	19	61.37	JU346	JU1586
CN	0	55	43.49	JU346	JU1652
CN	0	49	40.73	JU346	JU1896
CN	0	95	38.15	JU346	JU2001
CN	0	82	58.45	JU346	JU2007
CN	0	60	23.87	JU346	JU2464
CN	0	90	56.51	JU346	JU258
CN	0	88	59.48	JU346	JU310
CN	0	47	64.34	JU346	JU311
CN	0	35	23.51	JU346	JU312
CN	0	81	54.04	JU346	JU323
CN	0	87	69.82	JU360	AB1
CN	0	99	92.81	JU360	AB4
CN	0	19	69.63	JU360	CB4851_CGC
CN	0	70	93.70	JU360	CB4852
CN	0	103	87.71	JU360	CB4853
CN	0	66	47.82	JU360	CB4854
CN	0	89	41.64	JU360	CB4855_UK
CN	0	105	87.74	JU360	CB4856
CN	0	94	47.47	JU360	CB4857
CN	0	2	49.00	JU360	CB4858_UK
CN	0	57	75.40	JU360	CB4932
CN	0	74	33.16	JU360	CX11254
CN	0	94	29.69	JU360	CX11262
CN	0	115	80.94	JU360	CX11264
CN	0	88	45.24	JU360	CX11271
CN	25	68	37.35	JU360	CX11276
CN	0	112	85.50	JU360	CX11285
CN	0	98	60.63	JU360	CX11292
CN	0	84	50.17	JU360	CX11307
CN	0	104	36.68	JU360	CX11314
CN	0	82	37.11	JU360	CX11315
CN	0	74	28.57	JU360	DL200
CN	0	90	54.22	JU360	DL226
CN	0	117	69.00	JU360	DL238
CN	0	128	55.30	JU360	ED3005
CN	0	67	32.48	JU360	ED3011
CN	0	35	40.34	JU360	ED3012
CN	0	72	85.79	JU360	ED3017
CN	0	76	91.07	JU360	ED3040
CN	0	125	72.17	JU360	ED3046
CN	0	96	48.71	JU360	ED3048
CN	0	126	86.81	JU360	ED3049
CN	0	68	60.26	JU360	ED3052
CN	0	108	83.91	JU360	ED3073
CN	0	101	68.34	JU360	ED3077
CN	0	58	41.19	JU360	EG4347
CN	16	139	34.16	JU360	EG4349
CN	0	127	61.81	JU360	EG4724
CN	0	90	24.37	JU360	EG4725
CN	0	87	66.95	JU360	EG4946
CN	0	95	61.60	JU360	GXW1
CN	0	51	34.25	JU360	JT11398
CN	5	79	57.38	JU360	JU1088
CN	0	81	29.30	JU360	JU1172
CN	0	22	92.14	JU360	JU1200
CN	0	26	25.58	JU360	JU1212
CN	0	79	45.05	JU360	JU1213
CN	0	77	39.52	JU360	JU1242
CN	0	51	37.06	JU360	JU1246
CN	0	37	18.76	JU360	JU1395
CN	0	105	68.50	JU360	JU1400
CN	0	112	72.83	JU360	JU1409
CN	0	82	25.52	JU360	JU1440
CN	0	77	77.39	JU360	JU1491
CN	0	110	65.85	JU360	JU1530
CN	0	12	42.58	JU360	JU1568
CN	0	89	105.88	JU360	JU1580
CN	0	100	93.66	JU360	JU1581
CN	0	22	90.95	JU360	JU1586
CN	0	82	40.51	JU360	JU1652
CN	0	70	41.89	JU360	JU1896
CN	0	119	35.03	JU360	JU2001
CN	0	122	62.26	JU360	JU2007
CN	0	89	23.37	JU360	JU2464
CN	0	128	69.30	JU360	JU258
CN	0	111	84.57	JU360	JU310
CN	0	61	95.75	JU360	JU311
CN	0	31	23.74	JU360	JU312
CN	0	81	59.41	JU360	JU323
CN	0	73	57.75	JU360	JU346
CN	0	41	45.12	JU367	AB1
CN	0	43	53.28	JU367	AB4
CN	0	22	51.86	JU367	CB4851_CGC
CN	0	37	51.38	JU367	CB4852
CN	0	45	50.29	JU367	CB4853
CN	0	40	40.10	JU367	CB4854
CN	0	52	37.52	JU367	CB4855_UK
CN	0	31	47.81	JU367	CB4856
CN	0	41	41.49	JU367	CB4857
CN	0	1	24.00	JU367	CB4858_UK
CN	0	25	53.96	JU367	CB4932
CN	0	11	36.55	JU367	CX11254
CN	0	20	29.60	JU367	CX11262
CN	0	28	53.14	JU367	CX11264
CN	0	25	40.88	JU367	CX11271
CN	0	9	30.78	JU367	CX11276
CN	0	42	50.36	JU367	CX11285
CN	0	44	48.66	JU367	CX11292
CN	0	15	43.93	JU367	CX11307
CN	0	38	34.58	JU367	CX11314
CN	0	14	38.29	JU367	CX11315
CN	0	16	31.06	JU367	DL200
CN	0	42	45.07	JU367	DL226
CN	0	40	45.83	JU367	DL238
CN	0	47	45.28	JU367	ED3005
CN	0	34	26.53	JU367	ED3011
CN	0	13	41.77	JU367	ED3012
CN	0	28	59.04	JU367	ED3017
CN	0	27	52.89	JU367	ED3040
CN	0	48	48.50	JU367	ED3046
CN	0	40	40.50	JU367	ED3048
CN	0	50	48.38	JU367	ED3049
CN	0	30	51.67	JU367	ED3052
CN	0	25	60.56	JU367	ED3073
CN	0	41	52.63	JU367	ED3077
CN	0	9	41.89	JU367	EG4347
CN	0	41	35.71	JU367	EG4349
CN	0	40	49.85	JU367	EG4724
CN	0	37	23.24	JU367	EG4725
CN	0	31	51.71	JU367	EG4946
CN	0	48	49.21	JU367	GXW1
CN	0	21	31.52	JU367	JT11398
CN	5	42	46.93	JU367	JU1088
CN	0	39	29.33	JU367	JU1172
CN	0	9	50.44	JU367	JU1200
CN	0	12	24.83	JU367	JU1212
CN	0	17	45.41	JU367	JU1213
CN	0	9	41.11	JU367	JU1242
CN	0	22	30.68	JU367	JU1246
CN	0	26	16.58	JU367	JU1395
CN	0	39	54.23	JU367	JU1400
CN	0	42	52.83	JU367	JU1409
CN	0	31	22.03	JU367	JU1440
CN	0	26	51.23	JU367	JU1491
CN	0	49	49.69	JU367	JU1530
CN	0	21	37.29	JU367	JU1568
CN	0	16	70.38	JU367	JU1580
CN	0	43	54.63	JU367	JU1581
CN	0	19	53.42	JU367	JU1586
CN	0	21	35.52	JU367	JU1652
CN	0	33	39.97	JU367	JU1896
CN	0	42	34.98	JU367	JU2001
CN	0	40	48.33	JU367	JU2007
CN	0	36	22.00	JU367	JU2464
CN	0	40	49.27	JU367	JU258
CN	0	47	53.32	JU367	JU310
CN	0	31	50.97	JU367	JU311
CN	0	14	20.29	JU367	JU312
CN	0	55	48.45	JU367	JU323
CN	0	33	46.64	JU367	JU346
CN	0	36	51.11	JU367	JU360
CN	0	54	28.93	JU393	AB1
CN	0	43	31.79	JU393	AB4
CN	0	32	26.47	JU393	CB4851_CGC
CN	0	33	28.00	JU393	CB4852
CN	0	45	31.62	JU393	CB4853
CN	0	43	30.19	JU393	CB4854
CN	0	52	30.25	JU393	CB4855_UK
CN	0	76	30.59	JU393	CB4856
CN	0	43	33.16	JU393	CB4857
CN	0	7	28.43	JU393	CB4858_UK
CN	0	58	34.09	JU393	CB4932
CN	0	52	28.50	JU393	CX11254
CN	0	56	27.62	JU393	CX11262
CN	0	70	30.03	JU393	CX11264
CN	0	56	31.30	JU393	CX11271
CN	25	39	32.23	JU393	CX11276
CN	0	68	30.06	JU393	CX11285
CN	0	40	32.05	JU393	CX11292
CN	0	53	33.64	JU393	CX11307
CN	0	62	29.44	JU393	CX11314
CN	0	51	31.08	JU393	CX11315
CN	0	48	28.40	JU393	DL200
CN	0	55	31.93	JU393	DL226
CN	0	81	28.75	JU393	DL238
CN	0	62	30.65	JU393	ED3005
CN	0	43	28.30	JU393	ED3011
CN	0	26	31.42	JU393	ED3012
CN	0	50	34.78	JU393	ED3017
CN	0	54	32.35	JU393	ED3040
CN	0	69	33.42	JU393	ED3046
CN	0	46	29.48	JU393	ED3048
CN	0	68	32.99	JU393	ED3049
CN	0	46	31.67	JU393	ED3052
CN	0	53	34.11	JU393	ED3073
CN	0	48	34.83	JU393	ED3077
CN	0	35	35.49	JU393	EG4347
CN	0	74	29.46	JU393	EG4349
CN	0	71	30.79	JU393	EG4724
CN	0	74	23.74	JU393	EG4725
CN	0	46	30.85	JU393	EG4946
CN	0	48	29.08	JU393	GXW1
CN	0	41	31.44	JU393	JT11398
CN	0	33	31.88	JU393	JU1088
CN	0	47	27.87	JU393	JU1172
CN	0	11	26.18	JU393	JU1200
CN	0	57	22.95	JU393	JU1212
CN	0	95	31.80	JU393	JU1213
CN	0	60	32.87	JU393	JU1242
CN	0	55	27.67	JU393	JU1246
CN	0	28	16.82	JU393	JU1395
CN	0	66	30.58	JU393	JU1400
CN	0	58	32.76	JU393	JU1409
CN	0	64	24.61	JU393	JU1440
CN	0	100	32.30	JU393	JU1491
CN	0	53	34.75	JU393	JU1530
CN	0	23	27.04	JU393	JU1568
CN	0	83	35.95	JU393	JU1580
CN	0	91	31.92	JU393	JU1581
CN	0	22	28.59	JU393	JU1586
CN	0	58	30.52	JU393	JU1652
CN	0	43	27.44	JU393	JU1896
CN	0	99	29.39	JU393	JU2001
CN	0	64	32.42	JU393	JU2007
CN	0	62	21.45	JU393	JU2464
CN	0	89	30.64	JU393	JU258
CN	0	60	34.37	JU393	JU310
CN	0	50	34.08	JU393	JU311
CN	0	32	23.19	JU393	JU312
CN	0	46	32.52	JU393	JU323
CN	0	52	35.21	JU393	JU346
CN	0	72	31.49	JU393	JU360
CN	0	29	27.72	JU393	JU367
CN	0	19	51.74	JU394	AB1
CN	0	6	61.17	JU394	AB4
CN	0	84	59.06	JU394	CB4851_CGC
CN	0	8	61.00	JU394	CB4852
CN	0	4	64.25	JU394	CB4853
CN	0	9	45.89	JU394	CB4854
CN	0	18	43.22	JU394	CB4855_UK
CN	0	45	57.36	JU394	CB4856
CN	0	7	53.71	JU394	CB4857
CN	0	25	40.24	JU394	CB4858_UK
CN	0	40	57.92	JU394	CB4932
CN	0	7	39.86	JU394	CX11254
CN	0	6	33.33	JU394	CX11262
CN	0	12	66.42	JU394	CX11264
CN	0	15	39.33	JU394	CX11271
CN	0	8	32.62	JU394	CX11276
CN	0	32	54.41	JU394	CX11285
CN	0	6	60.00	JU394	CX11292
CN	0	11	54.27	JU394	CX11307
CN	0	6	51.33	JU394	CX11314
CN	0	9	33.44	JU394	CX11315
CN	0	22	27.95	JU394	DL200
CN	0	13	53.77	JU394	DL226
CN	0	40	56.15	JU394	DL238
CN	0	18	43.89	JU394	ED3005
CN	0	15	26.47	JU394	ED3011
CN	0	33	42.58	JU394	ED3012
CN	0	14	60.14	JU394	ED3017
CN	0	20	51.65	JU394	ED3040
CN	0	30	61.10	JU394	ED3046
CN	0	12	41.17	JU394	ED3048
CN	0	32	59.25	JU394	ED3049
CN	0	37	51.46	JU394	ED3052
CN	0	4	64.25	JU394	ED3073
CN	0	13	55.69	JU394	ED3077
CN	0	3	29.67	JU394	EG4347
CN	0	22	37.91	JU394	EG4349
CN	0	34	58.71	JU394	EG4724
CN	0	32	23.81	JU394	EG4725
CN	0	4	64.25	JU394	EG4946
CN	0	22	46.95	JU394	GXW1
CN	0	15	30.27	JU394	JT11398
CN	0	2	56.50	JU394	JU1088
CN	0	5	26.20	JU394	JU1172
CN	0	12	44.58	JU394	JU1200
CN	0	36	26.19	JU394	JU1212
CN	0	37	41.22	JU394	JU1213
CN	0	35	36.86	JU394	JU1242
CN	0	39	31.79	JU394	JU1246
CN	0	9	17.56	JU394	JU1395
CN	0	21	62.95	JU394	JU1400
CN	0	17	54.59	JU394	JU1409
CN	0	18	21.33	JU394	JU1440
CN	0	41	52.90	JU394	JU1491
CN	0	14	60.93	JU394	JU1530
CN	0	24	37.50	JU394	JU1568
CN	0	28	66.32	JU394	JU1580
CN	0	38	57.37	JU394	JU1581
CN	0	26	56.69	JU394	JU1586
CN	0	47	42.62	JU394	JU1652
CN	0	52	47.90	JU394	JU1896
CN	0	35	38.00	JU394	JU2001
CN	0	14	50.64	JU394	JU2007
CN	0	27	23.15	JU394	JU2464
CN	0	54	57.61	JU394	JU258
CN	0	18	59.11	JU394	JU310
CN	0	34	56.88	JU394	JU311
CN	0	11	19.73	JU394	JU312
CN	0	19	52.79	JU394	JU323
CN	0	21	50.81	JU394	JU346
CN	0	21	51.71	JU394	JU360
CN	0	21	47.57	JU394	JU367
CN	0	33	27.15	JU394	JU393
CN	0	38	36.76	JU397	AB1
CN	0	37	40.86	JU397	AB4
CN	0	47	38.57	JU397	CB4851_CGC
CN	0	23	39.35	JU397	CB4852
CN	0	35	42.74	JU397	CB4853
CN	0	30	46.20	JU397	CB4854
CN	0	48	38.42	JU397	CB4855_UK
CN	0	78	42.17	JU397	CB4856
CN	0	44	41.25	JU397	CB4857
CN	0	19	34.95	JU397	CB4858_UK
CN	0	92	40.33	JU397	CB4932
CN	0	40	36.88	JU397	CX11254
CN	0	48	32.79	JU397	CX11262
CN	0	56	43.52	JU397	CX11264
CN	0	55	39.96	JU397	CX11271
CN	25	42	33.69	JU397	CX11276
CN	0	69	42.58	JU397	CX11285
CN	0	35	43.40	JU397	CX11292
CN	0	52	41.92	JU397	CX11307
CN	0	37	36.46	JU397	CX11314
CN	0	41	34.34	JU397	CX11315
CN	0	91	28.81	JU397	DL200
CN	0	47	41.68	JU397	DL226
CN	0	82	41.94	JU397	DL238
CN	0	42	43.55	JU397	ED3005
CN	0	43	33.51	JU397	ED3011
CN	0	25	35.80	JU397	ED3012
CN	0	57	42.16	JU397	ED3017
CN	0	49	44.39	JU397	ED3040
CN	0	69	42.30	JU397	ED3046
CN	0	36	42.11	JU397	ED3048
CN	0	68	42.60	JU397	ED3049
CN	0	59	44.07	JU397	ED3052
CN	0	54	42.57	JU397	ED3073
CN	0	56	43.50	JU397	ED3077
CN	0	29	42.66	JU397	EG4347
CN	0	63	35.35	JU397	EG4349
CN	0	73	40.10	JU397	EG4724
CN	0	60	24.72	JU397	EG4725
CN	0	22	42.82	JU397	EG4946
CN	0	41	40.54	JU397	GXW1
CN	0	45	32.67	JU397	JT11398
CN	0	34	44.88	JU397	JU1088
CN	0	39	30.82	JU397	JU1172
CN	0	19	35.32	JU397	JU1200
CN	0	42	25.17	JU397	JU1212
CN	0	87	38.90	JU397	JU1213
CN	0	126	35.77	JU397	JU1242
CN	0	71	34.68	JU397	JU1246
CN	0	23	18.22	JU397	JU1395
CN	0	71	44.13	JU397	JU1400
CN	0	62	43.44	JU397	JU1409
CN	0	46	24.30	JU397	JU1440
CN	0	89	42.89	JU397	JU1491
CN	0	59	42.47	JU397	JU1530
CN	0	34	35.59	JU397	JU1568
CN	0	84	45.49	JU397	JU1580
CN	0	95	41.39	JU397	JU1581
CN	0	35	35.91	JU397	JU1586
CN	0	48	37.96	JU397	JU1652
CN	0	43	36.88	JU397	JU1896
CN	0	114	35.87	JU397	JU2001
CN	0	59	39.75	JU397	JU2007
CN	0	75	23.64	JU397	JU2464
CN	0	81	39.84	JU397	JU258
CN	0	62	42.08	JU397	JU310
CN	0	75	38.65	JU397	JU311
CN	0	37	21.76	JU397	JU312
CN	0	62	43.85	JU397	JU323
CN	0	68	42.65	JU397	JU346
CN	0	54	41.98	JU397	JU360
CN	0	18	35.11	JU397	JU367
CN	0	52	32.46	JU397	JU393
CN	0	47	38.30	JU397	JU394
CN	0	36	19.11	JU406	AB1
CN	0	21	16.71	JU406	AB4
CN	0	34	19.79	JU406	CB4851_CGC
CN	0	11	17.00	JU406	CB4852
CN	0	18	16.94	JU406	CB4853
CN	0	13	21.23	JU406	CB4854
CN	0	27	18.33	JU406	CB4855_UK
CN	0	29	19.52	JU406	CB4856
CN	0	22	18.77	JU406	CB4857
CN	0	4	22.25	JU406	CB4858_UK
CN	0	31	19.97	JU406	CB4932
CN	0	22	19.41	JU406	CX11254
CN	0	16	18.75	JU406	CX11262
CN	0	26	19.15	JU406	CX11264
CN	0	26	18.15	JU406	CX11271
CN	0	16	20.88	JU406	CX11276
CN	0	41	20.66	JU406	CX11285
CN	0	21	16.71	JU406	CX11292
CN	0	15	20.33	JU406	CX11307
CN	0	21	17.71	JU406	CX11314
CN	0	19	18.37	JU406	CX11315
CN	0	21	19.24	JU406	DL200
CN	0	26	18.38	JU406	DL226
CN	0	42	20.10	JU406	DL238
CN	0	27	17.48	JU406	ED3005
CN	0	28	18.18	JU406	ED3011
CN	0	12	19.75	JU406	ED3012
CN	0	11	21.91	JU406	ED3017
CN	0	28	17.07	JU406	ED3040
CN	0	30	18.13	JU406	ED3046
CN	0	22	16.86	JU406	ED3048
CN	0	31	17.84	JU406	ED3049
CN	0	25	19.00	JU406	ED3052
CN	0	8	17.62	JU406	ED3073
CN	0	11	17.64	JU406	ED3077
CN	0	3	25.00	JU406	EG4347
CN	0	28	18.79	JU406	EG4349
CN	0	23	17.87	JU406	EG4724
CN	0	33	19.39	JU406	EG4725
CN	0	15	17.67	JU406	EG4946
CN	0	17	15.53	JU406	GXW1
CN	0	12	23.25	JU406	JT11398
CN	0	12	17.08	JU406	JU1088
CN	0	19	17.00	JU406	JU1172
CN	0	7	19.71	JU406	JU1200
CN	0	25	19.48	JU406	JU1212
CN	0	31	19.94	JU406	JU1213
CN	0	37	19.51	JU406	JU1242
CN	0	31	18.97	JU406	JU1246
CN	0	11	14.55	JU406	JU1395
CN	0	27	21.63	JU406	JU1400
CN	0	29	18.90	JU406	JU1409
CN	0	35	19.74	JU406	JU1440
CN	0	46	20.46	JU406	JU1491
CN	0	18	17.17	JU406	JU1530
CN	0	29	19.38	JU406	JU1568
CN	0	30	20.40	JU406	JU1580
CN	0	33	18.91	JU406	JU1581
CN	0	12	19.25	JU406	JU1586
CN	0	30	17.57	JU406	JU1652
CN	0	23	18.35	JU406	JU1896
CN	0	50	19.16	JU406	JU2001
CN	0	25	16.44	JU406	JU2007
CN	0	27	17.19	JU406	JU2464
CN	0	32	18.47	JU406	JU258
CN	0	18	17.17	JU406	JU310
CN	0	34	19.59	JU406	JU311
CN	0	12	17.17	JU406	JU312
CN	0	19	18.68	JU406	JU323
CN	0	19	17.89	JU406	JU346
CN	0	25	18.80	JU406	JU360
CN	0	22	19.00	JU406	JU367
